name;id
Lucerne (alfalfa) meal and pellets;UNCTAD-SoP1_Raw materials_121410
Other forage products, nes;UNCTAD-SoP1_Raw materials_121490
Lac;UNCTAD-SoP1_Raw materials_130110
Natural Gum Arabic;UNCTAD-SoP1_Raw materials_130120
Natural gums, resins, gum-resins and balsams (e;UNCTAD-SoP1_Raw materials_130190
Opium;UNCTAD-SoP1_Raw materials_130211
Liquorice sap and extract;UNCTAD-SoP1_Raw materials_130212
Hop extract;UNCTAD-SoP1_Raw materials_130213
Sap and extract of pryrethrum and roots of plan;UNCTAD-SoP1_Raw materials_130214
Other vegetable saps and extracts, nes;UNCTAD-SoP1_Raw materials_130219
Pectic substances, pectinates and pectates;UNCTAD-SoP1_Raw materials_130220
Agar-agar;UNCTAD-SoP1_Raw materials_130231
Mucilages and thickeners of locust beans, bean;UNCTAD-SoP1_Raw materials_130232
Mucilages and thickeners, derived from vegetabl;UNCTAD-SoP1_Raw materials_130239
Bamboos;UNCTAD-SoP1_Raw materials_140110
Rattans;UNCTAD-SoP1_Raw materials_140120
Vegetable materials for plaiting, (excl. bamboo;UNCTAD-SoP1_Raw materials_140190
Kapok;UNCTAD-SoP1_Raw materials_140210
Vegetable hair;UNCTAD-SoP1_Raw materials_140291
Vegetable materials for stuffing or padding, ne;UNCTAD-SoP1_Raw materials_140299
Broomcorn;UNCTAD-SoP1_Raw materials_140310
Vegetable materials primarily for brooms or bru;UNCTAD-SoP1_Raw materials_140390
Raw vegetable materials primarily for dyeing or;UNCTAD-SoP1_Raw materials_140410
Cotton linters;UNCTAD-SoP1_Raw materials_140420
Vegetable products, nes;UNCTAD-SoP1_Raw materials_140490
Lard, other pig fat and poultry fat, rendered;UNCTAD-SoP2_Intermediate goods_150100
Fats of bovine animals, sheep or goats, raw or;UNCTAD-SoP2_Intermediate goods_150200
Lard stearin, lardoil, oleostearin, oleo-oil an;UNCTAD-SoP2_Intermediate goods_150300
Fish-liver oils and their fractions;UNCTAD-SoP2_Intermediate goods_150410
Fish fats, oils and fractions (excl. fish liver;UNCTAD-SoP2_Intermediate goods_150420
Marine mammal fats, oils and their liquid fract;UNCTAD-SoP2_Intermediate goods_150430
Crude wool grease;UNCTAD-SoP2_Intermediate goods_150510
Fatty substances of crude wool grease (incl. la;UNCTAD-SoP2_Intermediate goods_150590
Other animal fats and oils and their fractions;UNCTAD-SoP2_Intermediate goods_150600
Crude soya-bean oil;UNCTAD-SoP2_Intermediate goods_150710
Crude ground-nut oil;UNCTAD-SoP2_Intermediate goods_150810
Virgin olive oil and fractions;UNCTAD-SoP2_Intermediate goods_150910
Crude palm oil;UNCTAD-SoP2_Intermediate goods_151110
Crude sunflower-seed and safflower oil and frac;UNCTAD-SoP2_Intermediate goods_151211
Crude cotton-seed oil, whether or not gossypol;UNCTAD-SoP2_Intermediate goods_151221
Crude coconut (copra) oil and fractions thereof;UNCTAD-SoP2_Intermediate goods_151311
Crude palm kernel or babassu oil and fractions;UNCTAD-SoP2_Intermediate goods_151321
Crude rape, colza or mustard oil and fractions;UNCTAD-SoP2_Intermediate goods_151410
Crude linseed oil;UNCTAD-SoP2_Intermediate goods_151511
Crude maize (corn) oil;UNCTAD-SoP2_Intermediate goods_151521
Castor oil and its fractions;UNCTAD-SoP2_Intermediate goods_151530
Tung oil and its fractions;UNCTAD-SoP2_Intermediate goods_151540
Sesame oil and fractions;UNCTAD-SoP2_Intermediate goods_151550
Jojoba oil and fractions;UNCTAD-SoP2_Intermediate goods_151560
Animal fats and oils and fractions, hydrogenate;UNCTAD-SoP2_Intermediate goods_151610
Vegetable fats and oils and their fractions, hy;UNCTAD-SoP2_Intermediate goods_151620
Animal or vegetable fats and oils... chemically;UNCTAD-SoP2_Intermediate goods_151800
"Indus.monocarboxylic fatty acids;acid oils from";UNCTAD-SoP2_Intermediate goods_151911
"Indus.monocarboxylic fatty acids;acid oils from";UNCTAD-SoP2_Intermediate goods_151912
"Indus.monocarbox.fatty acids;acid oils from ref";UNCTAD-SoP2_Intermediate goods_151913
"Industrial monocarboxylic fatty acids;acid oils";UNCTAD-SoP2_Intermediate goods_151919
Industrial fatty alcohols;UNCTAD-SoP2_Intermediate goods_151920
Glycerol (glycerine), crude, glycerol waters an;UNCTAD-SoP2_Intermediate goods_152010
Glycerol (excl. crude), including synthetic;UNCTAD-SoP2_Intermediate goods_152090
Vegetable waxes (excl. triglycerides);UNCTAD-SoP2_Intermediate goods_152110
Beeswax, other insect waxes and spermaceti;UNCTAD-SoP2_Intermediate goods_152190
"Degras; residues of fatty substances or animal";UNCTAD-SoP1_Raw materials_152200
Extracts and juices of meat, fish and aquatic i;UNCTAD-SoP2_Intermediate goods_160300
Raw cane sugar, in solid form;UNCTAD-SoP2_Intermediate goods_170111
Raw beet sugar, in solid form;UNCTAD-SoP2_Intermediate goods_170112
Maple sugar and maple syrup;UNCTAD-SoP2_Intermediate goods_170220
Glucose and glucose syrup, containing <20% fruc;UNCTAD-SoP2_Intermediate goods_170230
Glucose and glucose syrup, containing >=20% but;UNCTAD-SoP2_Intermediate goods_170240
Chemically pure fructose;UNCTAD-SoP2_Intermediate goods_170250
Other fructose and fructose syrup, containing >;UNCTAD-SoP2_Intermediate goods_170260
Artificial honey, caramel and other sugars (inc;UNCTAD-SoP2_Intermediate goods_170290
Cane molasses resulting from the extraction or;UNCTAD-SoP2_Intermediate goods_170310
Molasses resulting from the extraction or refin;UNCTAD-SoP2_Intermediate goods_170390
Cocoa beans, whole or broken, raw or roasted;UNCTAD-SoP1_Raw materials_180100
Cocoa shells, husks, skins and other cocoa wast;UNCTAD-SoP2_Intermediate goods_180200
Cocoa paste, not defatted;UNCTAD-SoP2_Intermediate goods_180310
Cocoa paste, wholly or partly defatted;UNCTAD-SoP2_Intermediate goods_180320
Cocoa butter, fat and oil;UNCTAD-SoP2_Intermediate goods_180400
Cocoa powder, not containing added sugar or oth;UNCTAD-SoP2_Intermediate goods_180500
Tapioca and substitutes prepared from starch in;UNCTAD-SoP2_Intermediate goods_190300
Other grape must, nes;UNCTAD-SoP2_Intermediate goods_220430
Undenatured ethyl alcohol, of alcoholic strengt;UNCTAD-SoP2_Intermediate goods_220710
Ethyl alcohol and other denatured spirits of an;UNCTAD-SoP2_Intermediate goods_220720
Flours, meats and pellets, of meat unfit for hu;UNCTAD-SoP2_Intermediate goods_230110
Flours, meals and pellets of fish, etc, unfit f;UNCTAD-SoP2_Intermediate goods_230120
Brans, sharps and other residues of maize;UNCTAD-SoP1_Raw materials_230210
Brans, sharps and other residues of rice;UNCTAD-SoP1_Raw materials_230220
Brans, sharps and other residues of wheat;UNCTAD-SoP1_Raw materials_230230
Brans, sharps and other residues of other cerea;UNCTAD-SoP1_Raw materials_230240
Brans, sharps and other residues of leguminous;UNCTAD-SoP1_Raw materials_230250
Residues from manufacture of starch and similar;UNCTAD-SoP1_Raw materials_230310
Beet pulp, bagasse and other waste of sugar man;UNCTAD-SoP1_Raw materials_230320
Brewing or distilling dregs and waste;UNCTAD-SoP1_Raw materials_230330
Oil-cake and other solid residues, of soya-bean;UNCTAD-SoP2_Intermediate goods_230400
Oil-cake and other solid residues, of ground-nu;UNCTAD-SoP2_Intermediate goods_230500
Oil-cake and other solid residues of cotton see;UNCTAD-SoP2_Intermediate goods_230610
Oil-cake and other solid residues of linseed;UNCTAD-SoP2_Intermediate goods_230620
Oil-cake and other solid residues of sunflower;UNCTAD-SoP2_Intermediate goods_230630
Oil-cake and other solid residues of rape or co;UNCTAD-SoP2_Intermediate goods_230640
Oil-cake and other solid residues of coconut or;UNCTAD-SoP2_Intermediate goods_230650
Oil-cake and other solid residues of palm nuts;UNCTAD-SoP2_Intermediate goods_230660
Oil-cake and residues, of other vegetable fats;UNCTAD-SoP2_Intermediate goods_230690
"Wine lees; argol";UNCTAD-SoP2_Intermediate goods_230700
Acorns and horse-chestnuts, for animal feeding;UNCTAD-SoP1_Raw materials_230810
Other vegetable materials, waste, residues, etc;UNCTAD-SoP1_Raw materials_230890
Essential oils of bergamot (incl. concretes and;UNCTAD-SoP2_Intermediate goods_330111
Essential oils of orange (incl. concretes and a;UNCTAD-SoP2_Intermediate goods_330112
Essential oils of lemon (incl. concretes and ab;UNCTAD-SoP2_Intermediate goods_330113
Essential oils of lime (incl. concretes and abs;UNCTAD-SoP2_Intermediate goods_330114
Essential oils of citrus fruit (incl. concretes;UNCTAD-SoP2_Intermediate goods_330119
Essential oils of geranium (incl. concretes and;UNCTAD-SoP2_Intermediate goods_330121
Essential oils of jasmin (incl. concretes and a;UNCTAD-SoP2_Intermediate goods_330122
Essential oils of lavender or lavandin (incl. c;UNCTAD-SoP2_Intermediate goods_330123
Essential oils of peppermint (incl. concretes a;UNCTAD-SoP2_Intermediate goods_330124
Essential oils of mints (incl. concretes and ab;UNCTAD-SoP2_Intermediate goods_330125
Essential oils of vetiver (incl. concretes and;UNCTAD-SoP2_Intermediate goods_330126
Essential oils (incl. concretes and absolutes),;UNCTAD-SoP2_Intermediate goods_330129
Resinoids;UNCTAD-SoP2_Intermediate goods_330130
Concentrates of essential oils in fats... aqueo;UNCTAD-SoP2_Intermediate goods_330190
Mixtures of odoriferous substances, for the foo;UNCTAD-SoP2_Intermediate goods_330210
Mixtures of odoriferous substances, as raw mate;UNCTAD-SoP2_Intermediate goods_330290
Artificial waxes of chemically modified lignite;UNCTAD-SoP2_Intermediate goods_340410
Artificial waxes of polyethylene glycol;UNCTAD-SoP2_Intermediate goods_340420
Artificial waxes and prepared waxes, nes;UNCTAD-SoP2_Intermediate goods_340490
Casein;UNCTAD-SoP2_Intermediate goods_350110
"Caseinates and other casein derivatives; casein";UNCTAD-SoP2_Intermediate goods_350190
Egg albumin;UNCTAD-SoP2_Intermediate goods_350210
Albumins (excl. egg albumin), albuminates and o;UNCTAD-SoP2_Intermediate goods_350290
"Gelatin and derivatives; isinglass; glues of an";UNCTAD-SoP2_Intermediate goods_350300
Peptones/protein substances and derivatives, ne;UNCTAD-SoP2_Intermediate goods_350400
Rennet and concentrates thereof;UNCTAD-SoP2_Intermediate goods_350710
"Enzymes; prepared enzymes (not elsewhere specif";UNCTAD-SoP2_Intermediate goods_350790
